20020311:080300	-0.0105393	-0.0105393
20020312:052100	-0.00718975	-0.00718975
20020313:015800	-0.00225808	-0.0021096
20020314:000500	0.00325115	0.00325115
20020314:180200	0.00333548	0.00333548
20020315:150800	0.0105909	0.0107395
20020318:122000	0.0186724	0.0186724
20020319:084700	0.0183817	0.0186773
20020320:030400	0.0200212	0.0197272
20020320:214900	0.016917	0.016917
20020321:195500	0.0157044	0.0157044
20020322:153600	0.0195366	0.0196808
20020325:141000	0.0150333	0.0151767
20020326:112600	0.00485155	0.00485155
20020327:080400	-0.00293088	-0.00293088
20020328:032500	-0.00127879	-0.00127879
20020328:224800	0.00579196	0.00579196
20020401:012400	0.00865488	0.00865488
20020401:233800	0.00912884	0.00912884
20020402:160200	0.00707209	0.00678925
20020403:115900	-0.00569627	-0.00583719
20020404:080900	-0.00803152	-0.00817245
20020405:061700	-0.00959371	-0.00959371
20020408:063600	-0.0174252	-0.0175667
20020409:051400	-0.00992062	-0.0100628
20020410:020000	-0.0102783	-0.0101357
20020411:001900	-0.00489887	-0.00489887
20020411:221400	0.00996752	0.00996752
20020414:224400	0.0123475	0.0123475
20020415:200500	0.00546818	0.00546818
20020416:175300	-0.00177212	-0.00177212
20020417:141000	0.00231168	0.00231168
20020418:150400	-0.00373046	-0.00373046
20020419:155100	0.00225193	0.00225193
20020422:164200	-0.000199624	-0.000199624
20020423:164200	-0.000399439	-0.000399439
20020424:163900	0.00339308	0.00339308
20020425:153200	-0.00427529	-0.00427529
20020426:141400	-0.00655734	-0.0061297
20020429:150400	-0.015052	-0.015052
20020430:142500	-0.0111182	-0.0111182
20020501:151200	-0.0131636	-0.0133072
20020502:142700	-0.00771188	-0.00771188
20020503:141700	-0.0100272	-0.00973748
20020506:214700	-0.000698253	-0.000698253
20020507:192000	0.0043389	0.0043389
20020508:163600	0.011591	0.011591
20020509:150100	0.0122904	0.0122904
20020510:122100	0.00741727	0.00756217
20020513:124600	0.00834387	0.00834387
20020514:114700	0.00728017	0.00742397
20020515:120200	0.00573806	0.00573806
20020516:114300	0.00231965	0.00246287
20020517:101100	0.00140196	0.00125887
20020520:080100	-0.0102009	-0.0103438
20020521:071900	-0.00300518	-0.00300518
20020522:040900	-0.0100556	-0.0100556
