sell	20050224:234800	0.00181578	82.76	buy	20050225:115100	-0.00338741	82.38	損益	0.38	日数	1	0.00181578
buy	20050228:015200	2.42004e-05	82.6	sell	20050301:135800	-0.00782688	81.89	損益	-0.71	日数	3	2.42004e-05
buy	20050302:015900	-0.00808681	81.69	sell	20050303:140500	0.00183035	82.1	損益	0.41	日数	3	-0.00808681
sell	20050304:020500	0.00588612	82.37	buy	20050307:161300	0.0114337	83.33	損益	-0.96	日数	3	0.00588612
sell	20050308:041500	0.00679745	83.24	buy	20050309:161800	-0.0101199	82.36	損益	0.88	日数	3	0.00679745
buy	20050310:042000	-0.00228535	82.95	sell	20050311:162500	-0.0039947	82.28	損益	-0.67	日数	3	-0.00228535
sell	20050314:062600	0.00470972	82.77	buy	20050315:182600	-0.000678571	82.47	損益	0.3	日数	3	0.00470972
buy	20050316:063000	-0.0013564	82.46	sell	20050316:183000	0.000726293	82.67	損益	0.21	日数	1	-0.0013564
buy	20050317:063300	0.000387511	82.62	sell	20050317:183600	0.003609	82.87	損益	0.25	日数	1	0.000387511
sell	20050318:063600	0.00675445	83.17	buy	20050321:203900	-0.00527784	82.55	損益	0.62	日数	3	0.00675445
